method,dos_failed_call_0.0,integer_overflow_0.0,reentrancy_0.0,time_dependency_0.0
Motivation_Exp1,0.8,0.8548387096774194,0.7722772277227723,0.765625
Motivation_Exp2,0.8,0.8225806451612904,0.7722772277227723,0.71875
Motivation_Exp3,0.8,0.8064516129032258,0.7425742574257426,0.671875
Motivation_Exp4,0.6955357142857145,0.7727534562211983,0.7309052333804807,0.7388392857142857
