method,dos_failed_call_0.0,integer_overflow_0.0,reentrancy_0.0,time_dependency_0.0
Motivation_Exp1,0.2,0.5609756097560976,0.37837837837837834,0.28571428571428564
Motivation_Exp2,0.2,0.5111111111111111,0.30303030303030304,0.5263157894736842
Motivation_Exp3,0.2,0.52,0.2972972972972973,0.4878048780487805
Motivation_Exp4,0.13968252704277548,0.39456953949794876,0.2870982757082761,0.26078579789079137
