method,vulnerability,noise_type,noise_rate,noise_bucket,F1 score,Precision,Recall,Accuracy,TP,TN,FP,FN,noise_sort
RESCUER,integer_overflow,fn_noise,0.1,0.1,0.4918032786885245,0.37037037037037035,0.7317073170731707,0.75,30,156,51,11,0.1
RESCUER,integer_overflow,fn_noise,0.2,0.2,0.48333333333333334,0.3670886075949367,0.7073170731707317,0.75,29,157,50,12,0.2
RESCUER,integer_overflow,fn_noise,0.3,0.3,0.4918032786885245,0.37037037037037035,0.7317073170731707,0.75,30,156,51,11,0.3
RESCUER,integer_overflow,pure,0.0,0.0,0.4878048780487805,0.36585365853658536,0.7317073170731707,0.7459677419354839,30,155,52,11,0.0
RESCUER,reentrancy,diff_noise,diff,diff,0.42105263157894735,0.2962962962962963,0.7272727272727273,0.6732673267326733,24,112,57,9,inf
RESCUER,reentrancy,fn_noise,0.1,0.1,0.4380952380952381,0.3194444444444444,0.696969696969697,0.7079207920792079,23,120,49,10,0.1
RESCUER,reentrancy,fn_noise,0.2,0.2,0.4339622641509434,0.3150684931506849,0.696969696969697,0.7029702970297029,23,119,50,10,0.2
RESCUER,reentrancy,fn_noise,0.3,0.3,0.41818181818181815,0.2987012987012987,0.696969696969697,0.6831683168316832,23,115,54,10,0.3
RESCUER,reentrancy,pure,0.0,0.0,0.41071428571428575,0.2911392405063291,0.696969696969697,0.6732673267326733,23,113,56,10,0.0
RESCUER,time_dependency,diff_noise,diff,diff,0.5142857142857143,0.36,0.9,0.734375,9,38,16,1,inf
RESCUER,time_dependency,fn_noise,0.1,0.1,0.5294117647058825,0.375,0.9,0.75,9,39,15,1,0.1
RESCUER,time_dependency,fn_noise,0.2,0.2,0.6,0.45,0.9,0.8125,9,43,11,1,0.2
RESCUER,time_dependency,fn_noise,0.3,0.3,0.5625000000000001,0.4090909090909091,0.9,0.78125,9,41,13,1,0.3
RESCUER,time_dependency,pure,0.0,0.0,0.5294117647058825,0.375,0.9,0.75,9,39,15,1,0.0
