method,dos_failed_call_0.0,integer_overflow_0.0,reentrancy_0.0,time_dependency_0.0
Motivation_Exp1,0.16666666666666666,0.5609756097560976,0.42424242424242425,0.3
Motivation_Exp2,0.16666666666666666,0.5609756097560976,0.30303030303030304,1.0
Motivation_Exp3,0.16666666666666666,0.6341463414634146,0.3333333333333333,1.0
Motivation_Exp4,0.3095238095238095,0.548780487804878,0.4523809523809524,0.46785714285714286
